Simulation_ID,Stock_Basket,Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Total_Invested,Final_Value,Net_Profit,XIRR_Pct,Capital_Multiple,Beat_NiftyBeES,XIRR_Bucket,Bucket_Sort
134,ASIANPAINT + HDFCBANK + ICICIBANK + TATAPOWER + TITAN,ASIANPAINT,HDFCBANK,ICICIBANK,TATAPOWER,TITAN,2010000.0,10978137.49,8968137.49,18.12,5.46,1,18% - 22% (High Alpha),5
135,ASIANPAINT + IDEA + ITC + MARUTI + SUZLON,ASIANPAINT,IDEA,ITC,MARUTI,SUZLON,2010000.0,5987037.15,3977037.15,11.98,2.98,1,8% - 12% (Moderate),2
136,ASIANPAINT + ITC + RELIANCE + TITAN + TRENT,ASIANPAINT,ITC,RELIANCE,TITAN,TRENT,2010000.0,13903438.21,11893438.21,20.47,6.92,1,18% - 22% (High Alpha),5
137,INFY + SBIN + SUZLON + TITAN + TMPV,INFY,SBIN,SUZLON,TITAN,TMPV,2010000.0,9459248.13,7449248.13,16.63,4.71,1,15% - 18% (Solid Alpha),4
138,ASIANPAINT + LT + MARUTI + SBIN + TITAN,ASIANPAINT,LT,MARUTI,SBIN,TITAN,2010000.0,11132558.37,9122558.37,18.26,5.54,1,18% - 22% (High Alpha),5
139,LT + SUZLON + TITAN + TRENT + YESBANK,LT,SUZLON,TITAN,TRENT,YESBANK,2010000.0,13905276.99,11895276.99,20.47,6.92,1,18% - 22% (High Alpha),5
140,HDFCBANK + LT + TATAPOWER + TITAN + YESBANK,HDFCBANK,LT,TATAPOWER,TITAN,YESBANK,2010000.0,9501094.47,7491094.47,16.67,4.73,1,15% - 18% (Solid Alpha),4
141,INFY + ITC + RELIANCE + SUZLON + TITAN,INFY,ITC,RELIANCE,SUZLON,TITAN,2010000.0,9723267.9,7713267.9,16.91,4.84,1,15% - 18% (Solid Alpha),4
142,ASIANPAINT + HDFCBANK + LT + RELIANCE + SUZLON,ASIANPAINT,HDFCBANK,LT,RELIANCE,SUZLON,2010000.0,7508391.06,5498391.06,14.3,3.74,1,12% - 15% (Index Level),3
143,HDFCBANK + INFY + ITC + SUZLON + TATAPOWER,HDFCBANK,INFY,ITC,SUZLON,TATAPOWER,2010000.0,6152209.36,4142209.36,12.26,3.06,1,12% - 15% (Index Level),3
144,HDFCBANK + IDEA + TCS + TMPV + TRENT,HDFCBANK,IDEA,TCS,TMPV,TRENT,2010000.0,8304098.87,6294098.87,15.32,4.13,1,15% - 18% (Solid Alpha),4
145,INFY + ITC + RELIANCE + SBIN + TATAPOWER,INFY,ITC,RELIANCE,SBIN,TATAPOWER,2010000.0,6297071.73,4287071.73,12.5,3.13,1,12% - 15% (Index Level),3
146,ICICIBANK + INFY + ITC + SBIN + YESBANK,ICICIBANK,INFY,ITC,SBIN,YESBANK,2010000.0,5370118.33,3360118.33,10.85,2.67,0,8% - 12% (Moderate),2
147,IDEA + INFY + ITC + SBIN + YESBANK,IDEA,INFY,ITC,SBIN,YESBANK,2010000.0,3802442.2,1792442.2,7.2,1.89,0,< 8% (Lagging Market),1
148,BAJFINANCE + IDEA + INFY + RELIANCE + TATAPOWER,BAJFINANCE,IDEA,INFY,RELIANCE,TATAPOWER,2010000.0,22808218.77,20798218.77,25.37,11.35,1,> 22% (Exceptional),6
149,IDEA + ITC + RELIANCE + TATAPOWER + YESBANK,IDEA,ITC,RELIANCE,TATAPOWER,YESBANK,2010000.0,4500435.63,2490435.63,9.0,2.24,0,8% - 12% (Moderate),2
150,ASIANPAINT + BAJFINANCE + ICICIBANK + MARUTI + YESBANK,ASIANPAINT,BAJFINANCE,ICICIBANK,MARUTI,YESBANK,2010000.0,23729497.61,21719497.61,25.76,11.81,1,> 22% (Exceptional),6
151,LT + SUZLON + TCS + TMPV + YESBANK,LT,SUZLON,TCS,TMPV,YESBANK,2010000.0,5055403.06,3045403.06,10.23,2.52,0,8% - 12% (Moderate),2
152,ASIANPAINT + IDEA + LT + SUZLON + TMPV,ASIANPAINT,IDEA,LT,SUZLON,TMPV,2010000.0,5664697.57,3654697.57,11.41,2.82,1,8% - 12% (Moderate),2
153,M&M + MARUTI + RELIANCE + SBIN + TITAN,M&M,MARUTI,RELIANCE,SBIN,TITAN,2010000.0,11735302.69,9725302.69,18.79,5.84,1,18% - 22% (High Alpha),5
154,IDEA + INFY + MARUTI + RELIANCE + TRENT,IDEA,INFY,MARUTI,RELIANCE,TRENT,2010000.0,9927797.42,7917797.42,17.12,4.94,1,15% - 18% (Solid Alpha),4
155,BAJFINANCE + IDEA + RELIANCE + TATAPOWER + TRENT,BAJFINANCE,IDEA,RELIANCE,TATAPOWER,TRENT,2010000.0,27294322.04,25284322.04,27.14,13.58,1,> 22% (Exceptional),6
156,ITC + LT + TCS + TRENT + YESBANK,ITC,LT,TCS,TRENT,YESBANK,2010000.0,8977136.34,6967136.34,16.1,4.47,1,15% - 18% (Solid Alpha),4
157,HDFCBANK + ICICIBANK + INFY + RELIANCE + SBIN,HDFCBANK,ICICIBANK,INFY,RELIANCE,SBIN,2010000.0,7046427.15,5036427.15,13.65,3.51,1,12% - 15% (Index Level),3
158,ASIANPAINT + IDEA + ITC + TATAPOWER + TRENT,ASIANPAINT,IDEA,ITC,TATAPOWER,TRENT,2010000.0,9570576.83,7560576.83,16.75,4.76,1,15% - 18% (Solid Alpha),4
159,BAJFINANCE + ITC + M&M + SUZLON + TRENT,BAJFINANCE,ITC,M&M,SUZLON,TRENT,2010000.0,28414964.52,26404964.52,27.54,14.14,1,> 22% (Exceptional),6
160,HDFCBANK + MARUTI + TATAPOWER + TRENT + YESBANK,HDFCBANK,MARUTI,TATAPOWER,TRENT,YESBANK,2010000.0,10148688.22,8138688.22,17.34,5.05,1,15% - 18% (Solid Alpha),4
161,ASIANPAINT + LT + M&M + SUZLON + TITAN,ASIANPAINT,LT,M&M,SUZLON,TITAN,2010000.0,11850505.1,9840505.1,18.88,5.9,1,18% - 22% (High Alpha),5
162,ICICIBANK + IDEA + LT + SBIN + TCS,ICICIBANK,IDEA,LT,SBIN,TCS,2010000.0,6427851.88,4417851.88,12.71,3.2,1,12% - 15% (Index Level),3
163,ASIANPAINT + BAJFINANCE + HDFCBANK + ITC + YESBANK,ASIANPAINT,BAJFINANCE,HDFCBANK,ITC,YESBANK,2010000.0,21930493.23,19920493.23,24.98,10.91,1,> 22% (Exceptional),6
164,BAJFINANCE + IDEA + M&M + TITAN + YESBANK,BAJFINANCE,IDEA,M&M,TITAN,YESBANK,2010000.0,26010290.72,24000290.72,26.66,12.94,1,> 22% (Exceptional),6
165,ICICIBANK + LT + MARUTI + TCS + TITAN,ICICIBANK,LT,MARUTI,TCS,TITAN,2010000.0,11045304.72,9035304.72,18.18,5.5,1,18% - 22% (High Alpha),5
166,ASIANPAINT + MARUTI + TCS + TMPV + TRENT,ASIANPAINT,MARUTI,TCS,TMPV,TRENT,2010000.0,9940014.04,7930014.04,17.13,4.95,1,15% - 18% (Solid Alpha),4
167,ICICIBANK + M&M + MARUTI + TATAPOWER + TITAN,ICICIBANK,M&M,MARUTI,TATAPOWER,TITAN,2010000.0,12265917.27,10255917.27,19.23,6.1,1,18% - 22% (High Alpha),5
168,ASIANPAINT + IDEA + INFY + RELIANCE + TRENT,ASIANPAINT,IDEA,INFY,RELIANCE,TRENT,2010000.0,9682209.4,7672209.4,16.86,4.82,1,15% - 18% (Solid Alpha),4
169,INFY + RELIANCE + SUZLON + TCS + YESBANK,INFY,RELIANCE,SUZLON,TCS,YESBANK,2010000.0,5419323.82,3409323.82,10.95,2.7,0,8% - 12% (Moderate),2
170,BAJFINANCE + ITC + SBIN + SUZLON + TATAPOWER,BAJFINANCE,ITC,SBIN,SUZLON,TATAPOWER,2010000.0,23973375.33,21963375.33,25.86,11.93,1,> 22% (Exceptional),6
171,ITC + LT + SBIN + TMPV + TRENT,ITC,LT,SBIN,TMPV,TRENT,2010000.0,9717138.37,7707138.37,16.9,4.83,1,15% - 18% (Solid Alpha),4
172,MARUTI + SBIN + TCS + TMPV + YESBANK,MARUTI,SBIN,TCS,TMPV,YESBANK,2010000.0,4873995.28,2863995.28,9.84,2.42,0,8% - 12% (Moderate),2
173,INFY + LT + SUZLON + TATAPOWER + TITAN,INFY,LT,SUZLON,TATAPOWER,TITAN,2010000.0,10771532.89,8761532.89,17.93,5.36,1,15% - 18% (Solid Alpha),4
174,BAJFINANCE + HDFCBANK + INFY + ITC + MARUTI,BAJFINANCE,HDFCBANK,INFY,ITC,MARUTI,2010000.0,22826324.55,20816324.55,25.38,11.36,1,> 22% (Exceptional),6
175,MARUTI + TATAPOWER + TCS + TRENT + YESBANK,MARUTI,TATAPOWER,TCS,TRENT,YESBANK,2010000.0,9954413.41,7944413.41,17.14,4.95,1,15% - 18% (Solid Alpha),4
176,HDFCBANK + IDEA + M&M + TATAPOWER + TMPV,HDFCBANK,IDEA,M&M,TATAPOWER,TMPV,2010000.0,5756578.04,3746578.04,11.58,2.86,1,8% - 12% (Moderate),2
177,ASIANPAINT + LT + RELIANCE + SBIN + SUZLON,ASIANPAINT,LT,RELIANCE,SBIN,SUZLON,2010000.0,7892981.03,5882981.03,14.8,3.93,1,12% - 15% (Index Level),3
178,IDEA + INFY + RELIANCE + SUZLON + TMPV,IDEA,INFY,RELIANCE,SUZLON,TMPV,2010000.0,5012933.05,3002933.05,10.14,2.49,0,8% - 12% (Moderate),2
179,IDEA + INFY + ITC + TMPV + YESBANK,IDEA,INFY,ITC,TMPV,YESBANK,2010000.0,2716429.11,706429.11,3.5,1.35,0,< 8% (Lagging Market),1
180,ASIANPAINT + BAJFINANCE + HDFCBANK + ICICIBANK + TATAPOWER,ASIANPAINT,BAJFINANCE,HDFCBANK,ICICIBANK,TATAPOWER,2010000.0,24522006.61,22512006.61,26.08,12.2,1,> 22% (Exceptional),6
181,INFY + ITC + SUZLON + TATAPOWER + TMPV,INFY,ITC,SUZLON,TATAPOWER,TMPV,2010000.0,5450786.23,3440786.23,11.01,2.71,0,8% - 12% (Moderate),2
182,BAJFINANCE + MARUTI + TITAN + TMPV + TRENT,BAJFINANCE,MARUTI,TITAN,TMPV,TRENT,2010000.0,30724675.41,28714675.41,28.31,15.29,1,> 22% (Exceptional),6
183,ICICIBANK + ITC + M&M + TITAN + TRENT,ICICIBANK,ITC,M&M,TITAN,TRENT,2010000.0,15056773.58,13046773.58,21.26,7.49,1,18% - 22% (High Alpha),5
184,ASIANPAINT + BAJFINANCE + INFY + ITC + RELIANCE,ASIANPAINT,BAJFINANCE,INFY,ITC,RELIANCE,2010000.0,22961204.05,20951204.05,25.43,11.42,1,> 22% (Exceptional),6
185,ASIANPAINT + IDEA + ITC + TCS + YESBANK,ASIANPAINT,IDEA,ITC,TCS,YESBANK,2010000.0,3750156.67,1740156.67,7.05,1.87,0,< 8% (Lagging Market),1
186,HDFCBANK + IDEA + INFY + SBIN + TCS,HDFCBANK,IDEA,INFY,SBIN,TCS,2010000.0,4904008.7,2894008.7,9.91,2.44,0,8% - 12% (Moderate),2
187,BAJFINANCE + LT + RELIANCE + SUZLON + YESBANK,BAJFINANCE,LT,RELIANCE,SUZLON,YESBANK,2010000.0,23555827.44,21545827.44,25.69,11.72,1,> 22% (Exceptional),6
188,BAJFINANCE + ICICIBANK + M&M + RELIANCE + TITAN,BAJFINANCE,ICICIBANK,M&M,RELIANCE,TITAN,2010000.0,28820994.75,26810994.75,27.68,14.34,1,> 22% (Exceptional),6
189,ASIANPAINT + HDFCBANK + INFY + TITAN + TRENT,ASIANPAINT,HDFCBANK,INFY,TITAN,TRENT,2010000.0,13743934.52,11733934.52,20.36,6.84,1,18% - 22% (High Alpha),5
190,BAJFINANCE + ICICIBANK + M&M + TCS + TMPV,BAJFINANCE,ICICIBANK,M&M,TCS,TMPV,2010000.0,23864439.49,21854439.49,25.81,11.87,1,> 22% (Exceptional),6
191,IDEA + LT + TMPV + TRENT + YESBANK,IDEA,LT,TMPV,TRENT,YESBANK,2010000.0,8141466.1,6131466.1,15.12,4.05,1,15% - 18% (Solid Alpha),4
192,ASIANPAINT + ICICIBANK + IDEA + MARUTI + TCS,ASIANPAINT,ICICIBANK,IDEA,MARUTI,TCS,2010000.0,6411721.43,4401721.43,12.69,3.19,1,12% - 15% (Index Level),3
193,ASIANPAINT + ICICIBANK + INFY + TITAN + TMPV,ASIANPAINT,ICICIBANK,INFY,TITAN,TMPV,2010000.0,9574598.49,7564598.49,16.75,4.76,1,15% - 18% (Solid Alpha),4
194,ICICIBANK + ITC + LT + TMPV + TRENT,ICICIBANK,ITC,LT,TMPV,TRENT,2010000.0,10138421.69,8128421.69,17.33,5.04,1,15% - 18% (Solid Alpha),4
195,ASIANPAINT + HDFCBANK + MARUTI + SBIN + TRENT,ASIANPAINT,HDFCBANK,MARUTI,SBIN,TRENT,2010000.0,11220301.94,9210301.94,18.34,5.58,1,18% - 22% (High Alpha),5
196,IDEA + INFY + LT + SUZLON + TITAN,IDEA,INFY,LT,SUZLON,TITAN,2010000.0,9519931.26,7509931.26,16.69,4.74,1,15% - 18% (Solid Alpha),4
197,ASIANPAINT + INFY + ITC + LT + MARUTI,ASIANPAINT,INFY,ITC,LT,MARUTI,2010000.0,6421980.59,4411980.59,12.7,3.2,1,12% - 15% (Index Level),3
198,ASIANPAINT + INFY + ITC + SBIN + YESBANK,ASIANPAINT,INFY,ITC,SBIN,YESBANK,2010000.0,4878507.19,2868507.19,9.85,2.43,0,8% - 12% (Moderate),2
199,ITC + SUZLON + TATAPOWER + TMPV + YESBANK,ITC,SUZLON,TATAPOWER,TMPV,YESBANK,2010000.0,4800542.93,2790542.93,9.68,2.39,0,8% - 12% (Moderate),2
200,ICICIBANK + INFY + M&M + TMPV + TRENT,ICICIBANK,INFY,M&M,TMPV,TRENT,2010000.0,10895924.48,8885924.48,18.05,5.42,1,18% - 22% (High Alpha),5
201,IDEA + ITC + M&M + TITAN + YESBANK,IDEA,ITC,M&M,TITAN,YESBANK,2010000.0,8352750.88,6342750.88,15.38,4.16,1,15% - 18% (Solid Alpha),4
202,ASIANPAINT + LT + SUZLON + TITAN + TRENT,ASIANPAINT,LT,SUZLON,TITAN,TRENT,2010000.0,15082099.52,13072099.52,21.28,7.5,1,18% - 22% (High Alpha),5
203,BAJFINANCE + IDEA + MARUTI + TATAPOWER + TMPV,BAJFINANCE,IDEA,MARUTI,TATAPOWER,TMPV,2010000.0,22498495.38,20488495.38,25.23,11.19,1,> 22% (Exceptional),6
204,IDEA + INFY + ITC + M&M + YESBANK,IDEA,INFY,ITC,M&M,YESBANK,2010000.0,4460044.0,2450044.0,8.91,2.22,0,8% - 12% (Moderate),2
205,INFY + LT + RELIANCE + SUZLON + TRENT,INFY,LT,RELIANCE,SUZLON,TRENT,2010000.0,11255598.0,9245598.0,18.37,5.6,1,18% - 22% (High Alpha),5
206,HDFCBANK + M&M + MARUTI + RELIANCE + TATAPOWER,HDFCBANK,M&M,MARUTI,RELIANCE,TATAPOWER,2010000.0,8160121.7,6150121.7,15.14,4.06,1,15% - 18% (Solid Alpha),4
207,BAJFINANCE + HDFCBANK + M&M + RELIANCE + TRENT,BAJFINANCE,HDFCBANK,M&M,RELIANCE,TRENT,2010000.0,28608517.85,26598517.85,27.6,14.23,1,> 22% (Exceptional),6
208,IDEA + INFY + RELIANCE + SUZLON + TCS,IDEA,INFY,RELIANCE,SUZLON,TCS,2010000.0,5520081.37,3510081.37,11.14,2.75,0,8% - 12% (Moderate),2
209,M&M + RELIANCE + TITAN + TMPV + TRENT,M&M,RELIANCE,TITAN,TMPV,TRENT,2010000.0,14363225.6,12353225.6,20.8,7.15,1,18% - 22% (High Alpha),5
210,BAJFINANCE + HDFCBANK + INFY + MARUTI + TMPV,BAJFINANCE,HDFCBANK,INFY,MARUTI,TMPV,2010000.0,22558182.34,20548182.34,25.26,11.22,1,> 22% (Exceptional),6
211,BAJFINANCE + LT + TITAN + TMPV + YESBANK,BAJFINANCE,LT,TITAN,TMPV,YESBANK,2010000.0,25534131.48,23524131.48,26.48,12.7,1,> 22% (Exceptional),6
212,HDFCBANK + INFY + TCS + TITAN + YESBANK,HDFCBANK,INFY,TCS,TITAN,YESBANK,2010000.0,8099050.98,6089050.98,15.06,4.03,1,15% - 18% (Solid Alpha),4
213,LT + MARUTI + SBIN + TRENT + YESBANK,LT,MARUTI,SBIN,TRENT,YESBANK,2010000.0,10549132.21,8539132.21,17.72,5.25,1,15% - 18% (Solid Alpha),4
214,SBIN + TCS + TITAN + TRENT + YESBANK,SBIN,TCS,TITAN,TRENT,YESBANK,2010000.0,12969744.22,10959744.22,19.78,6.45,1,18% - 22% (High Alpha),5
215,HDFCBANK + IDEA + M&M + SUZLON + TATAPOWER,HDFCBANK,IDEA,M&M,SUZLON,TATAPOWER,2010000.0,7078196.28,5068196.28,13.7,3.52,1,12% - 15% (Index Level),3
216,HDFCBANK + RELIANCE + TATAPOWER + TMPV + TRENT,HDFCBANK,RELIANCE,TATAPOWER,TMPV,TRENT,2010000.0,10130442.83,8120442.83,17.32,5.04,1,15% - 18% (Solid Alpha),4
217,ICICIBANK + MARUTI + TATAPOWER + TCS + TITAN,ICICIBANK,MARUTI,TATAPOWER,TCS,TITAN,2010000.0,11029450.7,9019450.7,18.17,5.49,1,18% - 22% (High Alpha),5
218,ICICIBANK + IDEA + ITC + TCS + YESBANK,ICICIBANK,IDEA,ITC,TCS,YESBANK,2010000.0,4241767.8,2231767.8,8.37,2.11,0,8% - 12% (Moderate),2
219,ASIANPAINT + IDEA + RELIANCE + SUZLON + TATAPOWER,ASIANPAINT,IDEA,RELIANCE,SUZLON,TATAPOWER,2010000.0,6730734.2,4720734.2,13.18,3.35,1,12% - 15% (Index Level),3
220,BAJFINANCE + ICICIBANK + TATAPOWER + TITAN + YESBANK,BAJFINANCE,ICICIBANK,TATAPOWER,TITAN,YESBANK,2010000.0,27025573.87,25015573.87,27.04,13.45,1,> 22% (Exceptional),6
221,BAJFINANCE + ICICIBANK + IDEA + RELIANCE + TRENT,BAJFINANCE,ICICIBANK,IDEA,RELIANCE,TRENT,2010000.0,27610396.54,25600396.54,27.25,13.74,1,> 22% (Exceptional),6
222,ASIANPAINT + HDFCBANK + LT + SBIN + TCS,ASIANPAINT,HDFCBANK,LT,SBIN,TCS,2010000.0,6698043.58,4688043.58,13.13,3.33,1,12% - 15% (Index Level),3
223,HDFCBANK + ICICIBANK + INFY + ITC + TITAN,HDFCBANK,ICICIBANK,INFY,ITC,TITAN,2010000.0,9528478.55,7518478.55,16.7,4.74,1,15% - 18% (Solid Alpha),4
224,ASIANPAINT + BAJFINANCE + INFY + M&M + TCS,ASIANPAINT,BAJFINANCE,INFY,M&M,TCS,2010000.0,23861934.4,21851934.4,25.81,11.87,1,> 22% (Exceptional),6
225,INFY + ITC + LT + MARUTI + SUZLON,INFY,ITC,LT,MARUTI,SUZLON,2010000.0,6727913.55,4717913.55,13.18,3.35,1,12% - 15% (Index Level),3
226,IDEA + ITC + SBIN + SUZLON + TATAPOWER,IDEA,ITC,SBIN,SUZLON,TATAPOWER,2010000.0,5987313.58,3977313.58,11.98,2.98,1,8% - 12% (Moderate),2
227,BAJFINANCE + ICICIBANK + INFY + SUZLON + TITAN,BAJFINANCE,ICICIBANK,INFY,SUZLON,TITAN,2010000.0,27806213.5,25796213.5,27.32,13.83,1,> 22% (Exceptional),6
228,INFY + ITC + LT + MARUTI + TITAN,INFY,ITC,LT,MARUTI,TITAN,2010000.0,9788108.24,7778108.24,16.97,4.87,1,15% - 18% (Solid Alpha),4
229,BAJFINANCE + HDFCBANK + TATAPOWER + TMPV + YESBANK,BAJFINANCE,HDFCBANK,TATAPOWER,TMPV,YESBANK,2010000.0,21837887.65,19827887.65,24.94,10.86,1,> 22% (Exceptional),6
230,ASIANPAINT + BAJFINANCE + HDFCBANK + TMPV + TRENT,ASIANPAINT,BAJFINANCE,HDFCBANK,TMPV,TRENT,2010000.0,26798697.59,24788697.59,26.96,13.33,1,> 22% (Exceptional),6
231,ASIANPAINT + HDFCBANK + RELIANCE + SUZLON + TATAPOWER,ASIANPAINT,HDFCBANK,RELIANCE,SUZLON,TATAPOWER,2010000.0,7492537.04,5482537.04,14.28,3.73,1,12% - 15% (Index Level),3
232,INFY + TCS + TMPV + TRENT + YESBANK,INFY,TCS,TMPV,TRENT,YESBANK,2010000.0,7991024.24,5981024.24,14.93,3.98,1,12% - 15% (Index Level),3
233,ASIANPAINT + HDFCBANK + ITC + LT + YESBANK,ASIANPAINT,HDFCBANK,ITC,LT,YESBANK,2010000.0,5211887.12,3201887.12,10.54,2.59,0,8% - 12% (Moderate),2
234,BAJFINANCE + ICICIBANK + INFY + MARUTI + TMPV,BAJFINANCE,ICICIBANK,INFY,MARUTI,TMPV,2010000.0,23364055.63,21354055.63,25.6,11.62,1,> 22% (Exceptional),6
235,ASIANPAINT + HDFCBANK + M&M + SUZLON + YESBANK,ASIANPAINT,HDFCBANK,M&M,SUZLON,YESBANK,2010000.0,6801902.1,4791902.1,13.29,3.38,1,12% - 15% (Index Level),3
236,ASIANPAINT + BAJFINANCE + LT + TRENT + YESBANK,ASIANPAINT,BAJFINANCE,LT,TRENT,YESBANK,2010000.0,27143213.14,25133213.14,27.09,13.5,1,> 22% (Exceptional),6
237,BAJFINANCE + SUZLON + TATAPOWER + TMPV + YESBANK,BAJFINANCE,SUZLON,TATAPOWER,TMPV,YESBANK,2010000.0,22458082.77,20448082.77,25.21,11.17,1,> 22% (Exceptional),6
238,ASIANPAINT + HDFCBANK + RELIANCE + SBIN + TMPV,ASIANPAINT,HDFCBANK,RELIANCE,SBIN,TMPV,2010000.0,6065709.98,4055709.98,12.12,3.02,1,12% - 15% (Index Level),3
239,ICICIBANK + MARUTI + RELIANCE + SUZLON + TCS,ICICIBANK,MARUTI,RELIANCE,SUZLON,TCS,2010000.0,7859924.75,5849924.75,14.76,3.91,1,12% - 15% (Index Level),3
240,BAJFINANCE + ICICIBANK + LT + TATAPOWER + YESBANK,BAJFINANCE,ICICIBANK,LT,TATAPOWER,YESBANK,2010000.0,23850836.87,21840836.87,25.81,11.87,1,> 22% (Exceptional),6
241,BAJFINANCE + INFY + M&M + MARUTI + SUZLON,BAJFINANCE,INFY,M&M,MARUTI,SUZLON,2010000.0,24921992.34,22911992.34,26.24,12.4,1,> 22% (Exceptional),6
242,LT + MARUTI + RELIANCE + SBIN + TMPV,LT,MARUTI,RELIANCE,SBIN,TMPV,2010000.0,6816950.8,4806950.8,13.31,3.39,1,12% - 15% (Index Level),3
243,ICICIBANK + ITC + LT + TATAPOWER + TRENT,ICICIBANK,ITC,LT,TATAPOWER,TRENT,2010000.0,11329643.61,9319643.61,18.44,5.64,1,18% - 22% (High Alpha),5
244,BAJFINANCE + HDFCBANK + MARUTI + SBIN + TCS,BAJFINANCE,HDFCBANK,MARUTI,SBIN,TCS,2010000.0,23662237.71,21652237.71,25.73,11.77,1,> 22% (Exceptional),6
245,IDEA + INFY + RELIANCE + SUZLON + TATAPOWER,IDEA,INFY,RELIANCE,SUZLON,TATAPOWER,2010000.0,6204154.96,4194154.96,12.35,3.09,1,12% - 15% (Index Level),3
246,ASIANPAINT + INFY + LT + TATAPOWER + TMPV,ASIANPAINT,INFY,LT,TATAPOWER,TMPV,2010000.0,6083786.99,4073786.99,12.15,3.03,1,12% - 15% (Index Level),3
247,IDEA + M&M + RELIANCE + TITAN + TRENT,IDEA,M&M,RELIANCE,TITAN,TRENT,2010000.0,14302845.9,12292845.9,20.75,7.12,1,18% - 22% (High Alpha),5
248,IDEA + MARUTI + RELIANCE + TITAN + YESBANK,IDEA,MARUTI,RELIANCE,TITAN,YESBANK,2010000.0,8684157.74,6674157.74,15.77,4.32,1,15% - 18% (Solid Alpha),4
249,ICICIBANK + INFY + LT + TRENT + YESBANK,ICICIBANK,INFY,LT,TRENT,YESBANK,2010000.0,10198248.27,8188248.27,17.38,5.07,1,15% - 18% (Solid Alpha),4
250,BAJFINANCE + ICICIBANK + MARUTI + TCS + TITAN,BAJFINANCE,ICICIBANK,MARUTI,TCS,TITAN,2010000.0,27763910.83,25753910.83,27.31,13.81,1,> 22% (Exceptional),6
251,ICICIBANK + INFY + M&M + MARUTI + TCS,ICICIBANK,INFY,M&M,MARUTI,TCS,2010000.0,7689136.78,5679136.78,14.54,3.83,1,12% - 15% (Index Level),3
252,HDFCBANK + ITC + MARUTI + TATAPOWER + TRENT,HDFCBANK,ITC,MARUTI,TATAPOWER,TRENT,2010000.0,10577967.69,8567967.69,17.75,5.26,1,15% - 18% (Solid Alpha),4
253,BAJFINANCE + HDFCBANK + ICICIBANK + M&M + YESBANK,BAJFINANCE,HDFCBANK,ICICIBANK,M&M,YESBANK,2010000.0,23897577.04,21887577.04,25.83,11.89,1,> 22% (Exceptional),6
254,ASIANPAINT + ICICIBANK + M&M + RELIANCE + TRENT,ASIANPAINT,ICICIBANK,M&M,RELIANCE,TRENT,2010000.0,12504394.37,10494394.37,19.42,6.22,1,18% - 22% (High Alpha),5
255,ASIANPAINT + ICICIBANK + MARUTI + SBIN + TRENT,ASIANPAINT,ICICIBANK,MARUTI,SBIN,TRENT,2010000.0,12026175.23,10016175.23,19.03,5.98,1,18% - 22% (High Alpha),5
256,ITC + SBIN + TCS + TRENT + YESBANK,ITC,SBIN,TCS,TRENT,YESBANK,2010000.0,8856073.5,6846073.5,15.97,4.41,1,15% - 18% (Solid Alpha),4
257,HDFCBANK + MARUTI + RELIANCE + SUZLON + YESBANK,HDFCBANK,MARUTI,RELIANCE,SUZLON,YESBANK,2010000.0,6385765.89,4375765.89,12.64,3.18,1,12% - 15% (Index Level),3
258,HDFCBANK + ICICIBANK + MARUTI + TCS + YESBANK,HDFCBANK,ICICIBANK,MARUTI,TCS,YESBANK,2010000.0,5996701.73,3986701.73,12.0,2.98,1,12% - 15% (Index Level),3
259,HDFCBANK + M&M + MARUTI + SBIN + TATAPOWER,HDFCBANK,M&M,MARUTI,SBIN,TATAPOWER,2010000.0,8164244.15,6154244.15,15.15,4.06,1,15% - 18% (Solid Alpha),4
260,HDFCBANK + ITC + SUZLON + TCS + TITAN,HDFCBANK,ITC,SUZLON,TCS,TITAN,2010000.0,9360842.65,7350842.65,16.52,4.66,1,15% - 18% (Solid Alpha),4
261,ICICIBANK + INFY + ITC + MARUTI + TMPV,ICICIBANK,INFY,ITC,MARUTI,TMPV,2010000.0,5706515.79,3696515.79,11.48,2.84,1,8% - 12% (Moderate),2
262,ASIANPAINT + HDFCBANK + INFY + ITC + YESBANK,ASIANPAINT,HDFCBANK,INFY,ITC,YESBANK,2010000.0,4493917.23,2483917.23,8.99,2.24,0,8% - 12% (Moderate),2
263,LT + MARUTI + TCS + TITAN + YESBANK,LT,MARUTI,TCS,TITAN,YESBANK,2010000.0,9376871.05,7366871.05,16.54,4.67,1,15% - 18% (Solid Alpha),4
264,ITC + MARUTI + TITAN + TMPV + TRENT,ITC,MARUTI,TITAN,TMPV,TRENT,2010000.0,13067135.58,11057135.58,19.86,6.5,1,18% - 22% (High Alpha),5
265,ITC + M&M + SBIN + TITAN + YESBANK,ITC,M&M,SBIN,TITAN,YESBANK,2010000.0,9499143.69,7489143.69,16.67,4.73,1,15% - 18% (Solid Alpha),4
266,ASIANPAINT + ICICIBANK + RELIANCE + SBIN + TATAPOWER,ASIANPAINT,ICICIBANK,RELIANCE,SBIN,TATAPOWER,2010000.0,8062805.18,6052805.18,15.02,4.01,1,15% - 18% (Solid Alpha),4
267,ASIANPAINT + HDFCBANK + ITC + SBIN + TATAPOWER,ASIANPAINT,HDFCBANK,ITC,SBIN,TATAPOWER,2010000.0,6443183.45,4433183.45,12.74,3.21,1,12% - 15% (Index Level),3
